,Ranking,Move,Country,Player,Age,Points,Tourn Played,Points Dropping,Next Best
1540,1526T,3,POL,Yann Wojcik ,21,2 ,6 ,0,0
1541,1542T,13,KAZ,Sagadat Ayap ,22,2 ,7 ,0,0
1542,1542T,3,USA,Trent Bryde ,18,2 ,7 ,0,0
1543,1542T,3,POR,Felipe Cunha-Silva ,20,2 ,7 ,0,0
1544,1542T,3,BUL,Alexander Donski ,19,2 ,7 ,0,0
1545,1542T,3,ITA,Manfred Fellin ,21,2 ,7 ,0,0
1546,1542T,3,HUN,Levente Godry ,25,2 ,7 ,0,0
1547,1542T,3,GBR,Alastair Gray ,19,2 ,7 ,0,0
1548,1542T,3,SUI,Louroi Martinez ,19,2 ,7 ,0,0
1549,1542T,3,SRB,Rajko Mladenovic ,32,2 ,7 ,0,0
1550,1542T,3,COL,Daniel Mora ,21,2 ,7 ,0,0
1551,1542T,3,PHI,Jeson Patrombon ,24,2 ,7 ,0,0
1552,1542T,21,BEL,Victor Poncelet ,20,2 ,7 ,0,0
1553,1542T,3,GER,Tom Schonenberg ,26,2 ,7 ,0,0
1554,1542T,3,FRA,Nathan Seateun ,20,2 ,7 ,0,0
1555,1542T,3,ESP,Leandro Serrano Sanz ,23,2 ,7 ,0,0
1556,1542T,3,UZB,Shonigmatjon Shofayziyev ,24,2 ,7 ,0,0
1557,1542T,3,THA,Pol Wattanakul ,22,2 ,7 ,0,0
1558,1559T,4,IND,Paramveer Singh Bajwa ,20,2 ,8 ,0,0
1559,1559T,4,CHI,David Fleming ,25,2 ,8 ,0,0
1560,1559T,4,POL,Kamil Gajewski ,23,2 ,8 ,0,0
1561,1559T,14,FRA,Maxime Mora ,20,2 ,8 ,0,0
1562,1563T,173,IND,Niki Kaliyanda Poonacha ,22,2 ,9 ,0,0
1563,1563T,4,JPN,Arata Onozawa ,29,2 ,9 ,0,0
1564,1563T,4,SUI,Simeon Rossier ,23,2 ,9 ,0,0
1565,1566,3,RUS,Anton Chekhov ,25,2 ,10 ,0,0
1566,1567T,8,AUS,Aaron Addison ,22,2 ,10 ,1,0
1567,1567T,8,INA,Justin Barki ,17,2 ,10 ,0,0
1568,1567T,3,FRA,Lucas Bouquet ,20,2 ,10 ,0,0
1569,1567T,3,ESP,Luis Diego Chavez Villalpando ,22,2 ,10 ,0,0
1570,1567T,169,USA,Patrick Daciek ,27,2 ,10 ,0,0
1571,1567T,3,GBR,Farris Fathi Gosea ,24,2 ,10 ,0,0
1572,1567T,3,EGY,Samy Grace ,18,2 ,10 ,0,0
1573,1567T,3,FRA,Hugo Pontico ,20,2 ,10 ,0,0
1574,1575T,,SVK,Andrej Glvac ,21,2 ,11 ,0,0
1575,1575T,,JPN,Ryota Kishi ,24,2 ,11 ,0,0
1576,1575T,,ISR,Nikolay Kolobaev ,19,2 ,11 ,0,0
1577,1575T,,CHI,Simon Navarro ,26,2 ,11 ,0,0
1578,1575T,,FRA,Matthieu Roy  ,28,2 ,11 ,0,0
1579,1580,2,MKD,Gorazd Srbljak ,20,2 ,12 ,0,0
1580,1581,2,QAT,Mubarak Shannan Zayid ,22,2 ,17 ,0,0
1581,1582,2,UKR,Vadim Alekseenko ,34,2 ,26 ,0,0
1582,1583T,2,USA,Ammar Alhogbani ,19,1 ,1 ,0,0
1583,1583T,2,AUT,Philip Aplienz ,20,1 ,1 ,0,0
1584,1583T,2,ESP,Jose Antonio Arcos Del Valle ,16,1 ,1 ,0,0
1585,1583T,2,BUL,Ted Bachev ,21,1 ,1 ,0,0
1586,1583T,2,ARG,Francisco Bastias ,18,1 ,1 ,0,0
1587,1583T,2,AUS,Lawrence Bataljin ,21,1 ,1 ,0,0
1588,1583T,2,FRA,Florent Bax ,18,1 ,1 ,0,0
1589,1583T,2,USA,Jaime Bendeck ,21,1 ,1 ,0,0
1590,1583T,2,ROU,Darius Florin Bragusi ,24,1 ,1 ,0,0
1591,1583T,2,ARG,Santiago Bramajo ,17,1 ,1 ,0,0
1592,1583T,2,FRA,Leo Bresson ,21,1 ,1 ,0,0
1593,1583T,2,USA,Jacob Bullard ,17,1 ,1 ,0,0
1594,1583T,2,COL,Juan Felipe Castellanos ,18,1 ,1 ,0,0
1595,1583T,2,USA,Ezequiel Cerrini ,21,1 ,1 ,0,0
1596,1583T,2,AUS,Louis Clark ,18,1 ,1 ,0,0
1597,1583T,2,BEL,Seppe Cuypers ,19,1 ,1 ,0,0
1598,1583T,2,GER,Daniel Czepielewski ,21,1 ,1 ,0,0
1599,1583T,2,CAN,Jack Davis ,18,1 ,1 ,0,0
1600,1583T,2,ITA,Arturo Dell'Eva ,20,1 ,1 ,0,0
1601,1583T,2,FRA,Dorian Descloix ,29,1 ,1 ,0,0
1602,1583T,2,RUS,Anton Desyatnik ,22,1 ,1 ,0,0
1603,1583T,2,RUS,Vladislav Dubinsky ,25,1 ,1 ,0,0
1604,1583T,2,MAR,Younes El Aynaoui ,46,1 ,1 ,0,0
1605,1583T,2,ESP,Adrian Exposito ,21,1 ,1 ,0,0
1606,1583T,2,CAN,Jesse Flores ,22,1 ,1 ,0,0
1607,1583T,2,ESP,Sergi Fontcuberta ,20,1 ,1 ,0,0
1608,1583T,2,GER,Constantin Frantzen ,19,1 ,1 ,0,0
1609,1583T,2,USA,Marcus Fugate ,30,1 ,1 ,0,0
1610,1583T,2,LAT,Roberts Grinvalds ,18,1 ,1 ,0,0
1611,1583T,2,BUL,Tihomir Grozdanov ,30,1 ,1 ,0,0
1612,1583T,2,BEL,Daniel Grunberger ,21,1 ,1 ,0,0
1613,1583T,2,CHN,Tian jia Guo ,21,1 ,1 ,0,0
1614,1583T,2,USA,Shawn H. Hadavi ,22,1 ,1 ,0,0
1615,1583T,2,AUS,Mitchell Harper ,20,1 ,1 ,0,0
1616,1583T,2,CZE,Jan Hernych ,38,1 ,1 ,0,0
1617,1583T,2,RSA,Joshua Howard-Tripp ,18,1 ,1 ,0,0
1618,1583T,2,NED,Jesse Huta Galung ,32,1 ,1 ,0,0
1619,1583T,2,ARG,Juan Ignacio Iliev ,24,1 ,1 ,0,0
1620,1583T,2,GEO,Giorgi Javakhishvili ,22,1 ,1 ,0,0
1621,1583T,2,SUI,Jacob Kahoun ,25,1 ,1 ,0,0
1622,1583T,2,USA,Mcclain Kessler ,21,1 ,1 ,0,0
1623,1583T,2,PAK,Yasir Khan ,28,1 ,1 ,0,0
1624,1583T,2,FRA,Guillaume Laurent ,22,1 ,1 ,0,0
1625,1583T,2,CHN,Zhao-Tai Li ,23,1 ,1 ,0,0
1626,1583T,2,GER,Mike Loccisano ,17,1 ,1 ,0,0
1627,1583T,2,CZE,Daniel Lustig ,33,1 ,1 ,0,0
1628,1583T,2,GBR,Tad Maclean ,17,1 ,1 ,0,0
1629,1583T,2,ESP,Jose Maria Martin De Oliva Carr ,21,1 ,1 ,0,0
1630,1583T,2,GBR,Euan Mcintosh ,22,1 ,1 ,0,0
1631,1583T,2,BUR,Joel Meda ,23,1 ,1 ,0,0
1632,1583T,2,ESP,Roberto Menendez ,41,1 ,1 ,0,0
1633,1583T,2,RSA,Khololwam Montsi ,15,1 ,1 ,0,0
1634,1583T,2,SUI,Adam Moundir ,22,1 ,1 ,0,0
1635,1583T,2,CZE,David Mrazek ,25,1 ,1 ,0,0
1636,1583T,2,VIE,Phuong Van Nguyen ,17,1 ,1 ,0,0
1637,1583T,2,LUX,Christophe Nickels ,27,1 ,1 ,0,0
1638,1583T,2,TPE,Jie-Ming Pai ,17,1 ,1 ,0,0
1639,1583T,2,BUL,Zlatan Palazov ,18,1 ,1 ,0,0
1640,1583T,82,CHN,Changwei Peng ,24,1 ,1 ,0,0
1641,1583T,2,USA,Jared Pratt ,18,1 ,1 ,0,0
1642,1583T,2,MEX,Alan Fernando Rubio Fierros ,19,1 ,1 ,0,0
1643,1583T,2,ROU,Razvan Sabau ,40,1 ,1 ,0,0
1644,1583T,2,ISR,Yair Sarouk ,16,1 ,1 ,0,0
1645,1583T,2,FRA,Mathieu Scaglia ,19,1 ,1 ,0,0
1646,1583T,2,USA,Denis Semenikhin ,26,1 ,1 ,0,0
1647,1583T,2,UKR,Ivan Sergeyev ,30,1 ,1 ,0,0
1648,1583T,2,TPE,Jia-Hong Shen ,23,1 ,1 ,0,0
1649,1583T,2,DEN,Christian Sigsgaard ,20,1 ,1 ,0,0
1650,1583T,2,ITA,Jannik Sinner ,16,1 ,1 ,0,0
1651,1583T,2,SUI,Enzo Sommer ,22,1 ,1 ,0,0
1652,1583T,2,LAT,Krisjanis Stabins ,28,1 ,1 ,0,0
1653,1583T,2,CZE,Dominik Suc ,27,1 ,1 ,0,0
1654,1583T,2,RUS,Nikita Tatyanin ,18,1 ,1 ,0,0
1655,1583T,2,FRA,Yannick Thivant ,31,1 ,1 ,0,0
1656,1583T,2,ITA,Matteo Tinelli ,21,1 ,1 ,0,0
1657,1583T,2,NED,Fabian Van Der Lans ,22,1 ,1 ,0,0
1658,1583T,2,FIN,Panu Virtanen ,22,1 ,1 ,0,0
1659,1583T,2,TPE,Yu chang Wang ,,1 ,1 ,0,0
1660,1583T,2,USA,Emmett Ward ,22,1 ,1 ,0,0
1661,1583T,2,BEL,Alec Witmeur ,28,1 ,1 ,0,0
1662,1663T,2,USA,Jayson Amos ,23,1 ,2 ,0,0
1663,1663T,2,MEX,Aitor Aramburu ,26,1 ,2 ,0,0
1664,1663T,2,MEX,Ivar Jose Aramburu Contreras ,23,1 ,2 ,0,0
1665,1663T,2,POL,David Argasinski ,17,1 ,2 ,0,0
1666,1663T,2,AUS,Alexander Babanine ,23,1 ,2 ,0,0
1667,1663T,2,HUN,Marcell Bartakovics ,20,1 ,2 ,0,0
1668,1663T,2,GER,Dominik Bartels ,25,1 ,2 ,0,0
1669,1663T,2,USA,Mason Beiler ,18,1 ,2 ,0,0
1670,1663T,2,AUT,Manuel Bellutti ,26,1 ,2 ,0,0
1671,1663T,2,SVK,Martin Blasko ,22,1 ,2 ,0,0
1672,1663T,2,ROU,Sergiu Ioan Bucur ,20,1 ,2 ,0,0
1673,1663T,2,USA,A.J. Catanzariti ,22,1 ,2 ,0,0
1674,1663T,2,ITA,Niccolo Catini ,20,1 ,2 ,0,0
1675,1663T,2,BEL,Loic Cloes ,19,1 ,2 ,0,0
1676,1663T,2,MDA,Alexander Cozbinov ,22,1 ,2 ,0,0
1677,1663T,2,RSA,Lleyton Cronje ,17,1 ,2 ,0,0
1678,1663T,2,SRB,Pavle Daljev ,26,1 ,2 ,0,0
1679,1663T,2,BEL,Gaetan De Lovinfosse ,26,1 ,2 ,0,0
1680,1663T,2,SRI,Yasitha De Silva ,22,1 ,2 ,0,0
1681,1663T,2,BRA,Gabriel Decamps ,18,1 ,2 ,0,0
1682,1663T,2,ESP,Gabriel Diaz Freire ,20,1 ,2 ,0,0
1683,1663T,2,BUL,Kaloyan Dimitrov ,18,1 ,2 ,0,0
1684,1663T,2,ESP,Carlos Divar ,19,1 ,2 ,0,0
1685,1663T,2,RUS,Sergey Dorozhkin ,24,1 ,2 ,0,0
1686,1663T,2,CAN,Dane Dunlap ,20,1 ,2 ,0,0
1687,1663T,2,SVK,Martin Fekiac ,18,1 ,2 ,0,0
1688,1663T,2,SUI,Stefan Fiacan ,23,1 ,2 ,0,0
1689,1663T,2,BEL,Sander Gille ,27,1 ,2 ,0,0
1690,1663T,2,IRL,Daniel Glancy ,29,1 ,2 ,0,0
1691,1663T,2,CRO,Marko Goles Babic ,23,1 ,2 ,0,0
1692,1663T,,ESP,Luis Gomar Monio ,16,1 ,2 ,0,0
1693,1663T,2,PHI,Ruben Gonzales ,32,1 ,2 ,0,0
1694,1663T,2,RSA,Damon Gooch ,31,1 ,2 ,0,0
1695,1663T,2,FIN,Lauri Kiiski ,37,1 ,2 ,0,0
1696,1663T,2,TUN,Majed Kilani ,21,1 ,2 ,0,0
1697,1663T,2,KOR,Sang-Yuop Kim ,23,1 ,2 ,0,0
1698,1663T,2,KOR,Woo-Ram Kim ,32,1 ,2 ,0,0
1699,1663T,2,IND,Siva Deep Kosaraju ,19,1 ,2 ,1,0
1700,1663T,2,AUT,Lucas Krainer ,17,1 ,2 ,0,0
1701,1663T,2,CRO,Karlo Kranic ,18,1 ,2 ,0,0
1702,1663T,2,RSA,Warren Kuhn ,24,1 ,2 ,0,0
1703,1663T,2,USA,Sameer Kumar ,20,1 ,2 ,0,0
1704,1663T,2,USA,Jaycer Lyeons ,17,1 ,2 ,0,0
1705,1663T,,ESP,Diego-Jose Manrique-Velazquez ,28,1 ,2 ,0,0
1706,1663T,2,POL,Wojciech Marek ,16,1 ,2 ,0,0
1707,1663T,2,FRA,Jules Marie ,26,1 ,2 ,0,0
1708,1663T,2,BRA,Diego Matos ,29,1 ,2 ,0,0
1709,1663T,2,JPN,Toshihide Matsui ,39,1 ,2 ,0,0
1710,1663T,2,ITA,Fabio Mercuri ,24,1 ,2 ,0,0
1711,1663T,2,SWE,David Norfeldt ,19,1 ,2 ,0,0
1712,1663T,2,BRA,Guilherme Osorio ,19,1 ,2 ,0,0
1713,1663T,2,ROU,David Pata ,20,1 ,2 ,0,0
1714,1663T,2,GRE,Anastasios Pavlis ,24,1 ,2 ,1,0
1715,1663T,2,RUS,Sergei Pogosian ,19,1 ,2 ,0,0
1716,1663T,2,ITA,Giorgio Portaluri ,27,1 ,2 ,0,0
1717,1663T,2,ITA,Alessandro Ragazzi ,21,1 ,2 ,0,0
1718,1663T,2,SRB,Strahinja Rakic ,21,1 ,2 ,0,0
1719,1663T,2,FRA,Loic Ratsaratany ,18,1 ,2 ,0,0
1720,1663T,2,ITA,Horst Rieder ,20,1 ,2 ,0,0
1721,1663T,2,GBR,Tiran Sanghera ,19,1 ,2 ,0,0
1722,1663T,2,BRA,Igor Sao Thiago ,19,1 ,2 ,0,0
1723,1663T,2,UZB,Batyr Sapaev ,26,1 ,2 ,0,0
1724,1663T,2,GER,Rene Schulte ,28,1 ,2 ,0,0
1725,1663T,2,ITA,Riccardo Sinicropi ,27,1 ,2 ,0,0
1726,1663T,2,GER,Henri Squire ,17,1 ,2 ,0,0
1727,1663T,2,USA,Tomas Stillman ,25,1 ,2 ,0,0
1728,1663T,2,HUN,Marton Szappanos ,19,1 ,2 ,0,0
1729,1663T,2,ISR,Daniel Tamir ,21,1 ,2 ,0,0
1730,1663T,2,THA,Suthinan Tanthaseraneewat ,21,1 ,2 ,0,0
1731,1663T,2,ARG,Thiago Agustin Tirante ,16,1 ,2 ,0,0
1732,1663T,2,ITA,Luca Tomasetto ,21,1 ,2 ,0,0
1733,1663T,2,THA,Teeradon Tortrakul ,22,1 ,2 ,0,0
1734,1663T,2,ITA,Andrea Trapani ,19,1 ,2 ,0,0
1735,1663T,2,PER,Duilio Vallebuona ,25,1 ,2 ,0,0
1736,1663T,2,NED,Vincent Van den Honert ,24,1 ,2 ,0,0
1737,1663T,2,FIN,Otto Virtanen ,16,1 ,2 ,0,0
1738,1663T,2,AUT,Nenad Vladusic ,,1 ,2 ,0,0
1739,1663T,2,CHN,Haitong Xia ,22,1 ,2 ,0,0
1740,1663T,2,AUS,Richard Yang ,19,1 ,2 ,0,0
1741,1663T,2,SRB,Arsenije Zlatanovic ,28,1 ,2 ,0,0
1742,1743T,3,EGY,Mohamed Aboulkassem ,20,1 ,3 ,0,0
1743,1743T,3,USA,Alec Adamson ,,1 ,3 ,0,0
1744,1743T,3,PAK,M. Abid Ali Khan Akbar ,27,1 ,3 ,0,0
1745,1743T,76,SGP,Shaheed Alam ,19,1 ,3 ,0,0
1746,1743T,3,KUW,Abdulrahman Alawadhi ,26,1 ,3 ,0,0
1747,1743T,3,POR,Tomas Almeida ,18,1 ,3 ,0,0
1748,1743T,78,ESP,Alberto Berbegal Moreno ,23,1 ,3 ,0,0
1749,1743T,3,ARG,Luciano Betella ,22,1 ,3 ,0,0
1750,1743T,3,USA,Alexander Brown ,18,1 ,3 ,0,0
1751,1743T,3,CHN,Zhao Cai ,23,1 ,3 ,0,0
1752,1743T,3,ITA,Alberto Cammarata ,24,1 ,3 ,0,0
1753,1743T,3,ITA,Antonio Campo ,24,1 ,3 ,0,0
1754,1743T,3,ZIM,Tadiwa Chinamo ,19,1 ,3 ,0,0
1755,1743T,3,KOR,Jae-Won Choi ,28,1 ,3 ,0,0
1756,1743T,3,PAK,Ahmed Choudhary ,24,1 ,3 ,0,0
1757,1743T,3,GBR,Scott Clayton ,24,1 ,3 ,0,0
1758,1743T,3,ROU,Razvan Marius Codescu ,19,1 ,3 ,0,0
1759,1743T,3,USA,Miguel Diaz ,22,1 ,3 ,0,0
1760,1743T,3,ARG,Facundo Diaz Acosta ,17,1 ,3 ,0,0
1761,1743T,3,UKR,Bogdan Didenko ,20,1 ,3 ,0,0
1762,1743T,3,TUR,Yanki Erel ,17,1 ,3 ,0,0
1763,1743T,3,MAR,Anas Fattar ,30,1 ,3 ,0,0
1764,1743T,3,POL,Jan Galka ,18,1 ,3 ,0,0
1765,1743T,3,USA,Robert Galloway ,25,1 ,3 ,0,0
1766,1743T,3,BEL,Philippe Gelade ,21,1 ,3 ,0,0
1767,1743T,3,ARG,Gaston-Arturo Grimolizzi ,31,1 ,3 ,0,0
1768,1743T,3,GER,Niklas Guttau ,18,1 ,3 ,0,0
1769,1743T,3,FIN,Alex Hedman ,22,1 ,3 ,0,0
1770,1743T,3,NED,Mats Hermans ,21,1 ,3 ,0,0
1771,1743T,3,CHN,Runhao Hua ,21,1 ,3 ,0,0
1772,1743T,3,POL,Maciej Jablonski ,27,1 ,3 ,0,0
1773,1743T,3,MAR,Mehdi Jdi ,29,1 ,3 ,0,0
1774,1743T,3,JPN,Rimpei Kawakami ,17,1 ,3 ,0,0
1775,1743T,3,PAK,Aqeel Khan ,38,1 ,3 ,0,0
1776,1743T,3,POL,Lukasz Kozielski ,19,1 ,3 ,0,0
1777,1743T,3,HKG,Ching Lam ,18,1 ,3 ,0,0
1778,1743T,3,GER,Benjamin Loccisano ,20,1 ,3 ,0,0
1779,1743T,3,GER,Jonas Luetjen ,27,1 ,3 ,0,0
1780,1743T,3,ESP,Enrique Luque Rico ,17,1 ,3 ,0,0
1781,1743T,3,RUS,Maksim Malyshev ,25,1 ,3 ,0,0
1782,1743T,3,SVK,Michal Marko ,21,1 ,3 ,0,0
1783,1743T,3,ITA,Guido Marson ,18,1 ,3 ,0,0
1784,1743T,3,MEX,Ricardo David Mayagoitia ,23,1 ,3 ,0,0
1785,1743T,3,POL,Michal Mikula ,18,1 ,3 ,0,0
1786,1743T,3,COL,Juan Montes ,21,1 ,3 ,0,0
1787,1743T,3,ITA,Filippo Mora ,19,1 ,3 ,0,0
1788,1743T,3,PAK,Muzammil Murtaza ,18,1 ,3 ,0,0
1789,1743T,3,SWE,Arvid Nordquist ,19,1 ,3 ,0,0
1790,1743T,3,FRA,Hugo Pierre ,21,1 ,3 ,0,0
1791,1743T,3,FRA,Lucas Poullain ,22,1 ,3 ,0,0
1792,1743T,3,BRA,Antonio Pruner Neto ,18,1 ,3 ,0,0
1793,1743T,3,BRA,Matheus Pucinelli De Almeida ,16,1 ,3 ,0,0
1794,1743T,3,IND,Faisal Qamar ,18,1 ,3 ,0,0
1795,1743T,3,CHN,Zhuoyang Qiu ,21,1 ,3 ,0,0
1796,1743T,3,GER,Adriano Quinti ,29,1 ,3 ,0,0
1797,1743T,3,ISR,Motvey Radionov ,20,1 ,3 ,0,0
1798,1743T,3,MEX,Carlos Ramirez Utermann ,22,1 ,3 ,0,0
1799,1743T,3,AUT,Gregor Ramskogler ,19,1 ,3 ,0,0
1800,1743T,3,MEX,Mauricio Resendiz ,23,1 ,3 ,0,0
1801,1743T,3,CUB,Osmel Rivera Granja ,19,1 ,3 ,0,0
1802,1743T,3,FRA,Elie Rousset ,28,1 ,3 ,0,0
1803,1743T,3,CAN,Harrison Scott ,20,1 ,3 ,0,0
1804,1743T,3,SVK,Adrian Sikora ,29,1 ,3 ,0,0
1805,1743T,3,GRE,Alexandros Skorilas ,17,1 ,3 ,0,0
1806,1743T,3,SUI,Yannik Steinegger ,17,1 ,3 ,0,0
1807,1743T,3,JPN,Daisuke Sumizawa ,19,1 ,3 ,0,0
1808,1743T,3,JPN,Yuga Tashiro ,20,1 ,3 ,0,0
1809,1743T,3,FRA,Paul Valsecchi ,20,1 ,3 ,0,0
1810,1743T,3,USA,Quinnton Vega ,25,1 ,3 ,1,0
1811,1743T,3,ARG,Santiago Villarruel ,21,1 ,3 ,0,0
1812,1743T,3,ARG,Francisco Vittar ,18,1 ,3 ,0,0
1813,1743T,3,BLR,Alexander Zgirovsky ,16,1 ,3 ,0,0
1814,1815T,4,FIN,Ville-Petteri Ahti ,22,1 ,4 ,0,0
1815,1815T,4,IND,Anvit Bendre ,23,1 ,4 ,0,0
1816,1815T,4,ITA,Andrea Bessire ,18,1 ,4 ,0,0
1817,1815T,4,ITA,Lorenzo Bocchi ,20,1 ,4 ,0,0
1818,1815T,4,UKR,Roman Boychuk ,22,1 ,4 ,0,0
1819,1815T,69,GBR,Samm Butler ,23,1 ,4 ,0,0
1820,1815T,4,USA,Andrew Carter ,27,1 ,4 ,0,0
1821,1815T,4,ARG,Francisco Comesana ,17,1 ,4 ,0,0
1822,1815T,4,FRA,Antoine Damiens ,18,1 ,4 ,0,0
1823,1815T,4,FRA,Alexandru Danes ,24,1 ,4 ,0,0
1824,1815T,4,MKD,Besir Durguti ,24,1 ,4 ,0,0
1825,1815T,4,FRA,Louis Dussin ,18,1 ,4 ,0,0
1826,1815T,4,ARG,Nicolas Ferrando ,21,1 ,4 ,0,0
1827,1815T,4,ROU,Vladimir Filip ,22,1 ,4 ,0,0
1828,1815T,4,RUS,Anton Galkin ,26,1 ,4 ,0,0
1829,1815T,4,RUS,Maxim Geraskin ,32,1 ,4 ,0,0
1830,1815T,4,POL,Piotr Grynkowski ,25,1 ,4 ,0,0
1831,1815T,4,ESP,Eduard Guell Bartrina ,19,1 ,4 ,0,0
1832,1815T,4,MAR,Simohamed Hirs ,20,1 ,4 ,0,0
1833,1815T,4,SVK,Samuel Hodor ,21,1 ,4 ,0,0
1834,1815T,58,IND,Adil Kalyanpur ,18,1 ,4 ,0,0
1835,1815T,4,THA,Patcharapol Kawin ,20,1 ,4 ,0,0
1836,1815T,4,RUS,Lev Kazakov ,19,1 ,4 ,0,0
1837,1815T,4,SUI,Bastien Kolly ,19,1 ,4 ,0,0
1838,1815T,4,USA,Aleksandar Kovacevic ,19,1 ,4 ,0,0
1839,1815T,4,THA,Punnakrit Kritakara ,24,1 ,4 ,0,0
1840,1815T,4,DEN,Maxim Landa ,21,1 ,4 ,0,0
1841,1815T,4,AUS,Harrison Lombe ,23,1 ,4 ,0,0
1842,1815T,4,ESP,Oscar Mancineiras Cornella ,23,1 ,4 ,0,0
1843,1815T,4,JPN,Tomohiro Masabayashi ,20,1 ,4 ,0,0
1844,1815T,4,ITA,Francesco Moncagatto ,24,1 ,4 ,0,0
1845,1815T,4,GER,Jonathan Morr ,19,1 ,4 ,0,0
1846,1815T,4,USA,David Nguyen ,28,1 ,4 ,0,0
1847,1815T,4,AUS,Kody Pearson ,18,1 ,4 ,0,0
1848,1815T,4,VIE,Minhtuan Pham ,24,1 ,4 ,0,0
1849,1815T,4,AUS,Greg Polmans ,18,1 ,4 ,0,0
1850,1815T,4,BRN,Yusuf Ebrahim Ahmed  Qaed ,23,1 ,4 ,0,0
1851,1815T,58,CHN,Xi Qi ,21,1 ,4 ,0,0
1852,1815T,304,SLO,Aljaz Radinski ,22,1 ,4 ,0,0
1853,1815T,,FRA,Arthur Reymond ,18,1 ,4 ,0,0
1854,1815T,4,LAT,Martins Rocens ,17,1 ,4 ,0,0
1855,1815T,4,GBR,Joshua Rose ,18,1 ,4 ,0,0
1856,1815T,4,SWE,Patrik Rosenholm ,29,1 ,4 ,0,0
1857,1815T,4,EST,Karl Kiur Saar ,21,1 ,4 ,0,0
1858,1815T,4,ITA,Edoardo Sardella ,20,1 ,4 ,0,0
1859,1815T,4,JPN,Leo Julien Sebaoun ,22,1 ,4 ,0,0
1860,1815T,4,GEO,Vazha Shubladze ,18,1 ,4 ,0,0
1861,1815T,4,POL,Mateusz Smolicki ,20,1 ,4 ,0,0
1862,1815T,4,IND,Chandril Sood ,27,1 ,4 ,0,0
1863,1815T,4,THA,Chanchai Sookton-eng ,21,1 ,4 ,0,0
1864,1815T,4,GRE,Petros Tsitsipas ,17,1 ,4 ,0,0
1865,1815T,4,NGR,Joseph Imeh Ubon ,20,1 ,4 ,0,0
1866,1815T,4,USA,Henrik Wiersholm ,20,1 ,4 ,1,0
1867,1815T,4,USA,Jarryd Woog ,23,1 ,4 ,0,0
1868,1815T,4,CHN,Shi Hong Zeng ,20,1 ,4 ,0,0
1869,1870T,3,ROU,Victor-Mugurel Anagnastopol ,31,1 ,5 ,0,0
1870,1870T,3,BEL,Simon Beaupain ,18,1 ,5 ,0,0
1871,1870T,3,NED,Maikel Borg ,20,1 ,5 ,0,0
1872,1870T,3,IRL,Julian Bradley ,25,1 ,5 ,0,0
1873,1870T,3,PAR,Bruno Britez ,19,1 ,5 ,0,0
1874,1870T,3,ARG,Ignacio Carou ,18,1 ,5 ,0,0
1875,1870T,51,FRA,Paul Cayre ,22,1 ,5 ,0,0
1876,1870T,3,ARG,Maximiliano Estevez ,28,1 ,5 ,0,0
1877,1870T,3,ZIM,Mark Fynn ,32,1 ,5 ,0,0
1878,1870T,3,JPN,Shinnosuke Hiramatsu ,21,1 ,5 ,0,0
1879,1870T,3,SIN,Roy Hobbs ,28,1 ,5 ,0,0
1880,1870T,3,NZL,Alex Hunt ,24,1 ,5 ,0,0
1881,1870T,51,RUS,Ivan Kalinin ,20,1 ,5 ,0,0
1882,1870T,3,USA,Tim Kopinski ,24,1 ,5 ,0,0
1883,1870T,3,AUT,Sandro Kopp ,17,1 ,5 ,0,0
1884,1870T,3,AUT,Kris Krawcewicz ,21,1 ,5 ,0,0
1885,1870T,3,THA,Natthasith Kunsuwan ,18,1 ,5 ,0,0
1886,1870T,3,ITA,Edoardo Lamberti ,21,1 ,5 ,0,0
1887,1870T,51,KAZ,Grigoriy Lomakin ,19,1 ,5 ,0,0
1888,1870T,3,MKD,Stefan Micov ,25,1 ,5 ,0,0
1889,1870T,3,ITA,Pedro Munafo ,25,1 ,5 ,0,0
1890,1870T,3,RUS,Dmitry Myagkov ,19,1 ,5 ,0,0
1891,1870T,3,BRA,Christian Oliveira ,18,1 ,5 ,0,0
1892,1870T,3,NGR,Thomas Otu ,24,1 ,5 ,0,0
1893,1870T,3,FIN,Aaro Pollanen ,19,1 ,5 ,0,0
1894,1870T,3,FRA,Nino Portales ,21,1 ,5 ,0,0
1895,1870T,3,CZE,Daniel Rabas ,20,1 ,5 ,0,0
1896,1870T,3,FRA,Nicolas Rosenzweig ,32,1 ,5 ,0,0
1897,1870T,3,ITA,Francesco Salviato ,23,1 ,5 ,0,0
1898,1870T,3,CRO,Rocco Savin ,,1 ,5 ,0,0
1899,1870T,3,SVK,Dominik Sproch ,24,1 ,5 ,0,0
1900,1870T,3,IND,Dhakshineswar Suresh ,17,1 ,5 ,0,0
1901,1870T,3,JPN,Yunosuke Tanaka ,19,1 ,5 ,0,0
1902,1870T,3,COL,Luis Valero ,21,1 ,5 ,0,0
1903,1870T,3,POR,Jose Von Hafe Perez ,19,1 ,5 ,0,0
1904,1870T,3,USA,Ivan Yatsuk ,17,1 ,5 ,0,0
1905,1870T,3,BLR,Yahor Yatsyk ,25,1 ,5 ,0,0
1906,1870T,3,ISR,Omer Yeshaya ,18,1 ,5 ,0,0
1907,1908T,4,RUS,Alexey Aleshchev ,19,1 ,6 ,0,0
1908,1908T,4,USA,Farzin Danny Amiri ,22,1 ,6 ,0,0
